,category,move_name,move_num,move_rate
167,bug,rollout,1,4.17
168,bug,roost,2,8.33
169,bug,round,15,62.5
170,bug,safeguard,2,8.33
171,bug,sand-attack,2,8.33
172,bug,sand-tomb,1,4.17
173,bug,sandstorm,4,16.67
174,bug,scald,3,12.5
175,bug,scary-face,2,8.33
176,bug,scratch,2,8.33
177,bug,screech,4,16.67
178,bug,secret-power,11,45.83
179,bug,seismic-toss,4,16.67
180,bug,self-destruct,1,4.17
181,bug,shadow-ball,3,12.5
182,bug,shock-wave,2,8.33
183,bug,signal-beam,4,16.67
184,bug,silver-wind,3,12.5
185,bug,sing,1,4.17
186,bug,slash,6,25.0
187,bug,sleep-talk,15,62.5
188,bug,sludge-bomb,3,12.5
189,bug,smack-down,3,12.5
190,bug,snore,15,62.5
191,bug,soak,2,8.33
192,bug,solar-beam,3,12.5
193,bug,spark,1,4.17
194,bug,spider-web,3,12.5
195,bug,spikes,2,8.33
196,bug,spit-up,1,4.17
197,bug,stealth-rock,4,16.67
198,bug,sticky-web,2,8.33
199,bug,stockpile,1,4.17
200,bug,stone-edge,2,8.33
201,bug,storm-throw,1,4.17
202,bug,strength,5,20.83
203,bug,string-shot,16,66.67
204,bug,struggle-bug,12,50.0
205,bug,stun-spore,1,4.17
206,bug,submission,1,4.17
207,bug,substitute,15,62.5
208,bug,sunny-day,8,33.33
209,bug,superpower,2,8.33
210,bug,surf,3,12.5
211,bug,swagger,15,62.5
212,bug,sweet-scent,2,8.33
213,bug,swift,4,16.67
214,bug,swords-dance,6,25.0
215,bug,tackle,7,29.17
216,bug,tail-glow,1,4.17
217,bug,tailwind,2,8.33
218,bug,take-down,3,12.5
219,bug,taunt,2,8.33
220,bug,thief,4,16.67
221,bug,thrash,1,4.17
222,bug,thunder,2,8.33
223,bug,thunder-punch,2,8.33
224,bug,thunder-wave,3,12.5
225,bug,thunderbolt,3,12.5
226,bug,torment,1,4.17
227,bug,toxic,15,62.5
228,bug,toxic-spikes,3,12.5
229,bug,trick,1,4.17
230,bug,twineedle,1,4.17
231,bug,u-turn,3,12.5
232,bug,uproar,2,8.33
233,bug,venoshock,4,16.67
234,bug,vice-grip,2,8.33
235,bug,vital-throw,1,4.17
236,bug,volt-switch,1,4.17
237,bug,water-gun,2,8.33
238,bug,water-pulse,4,16.67
239,bug,water-shuriken,1,4.17
240,bug,water-sport,1,4.17
241,bug,waterfall,3,12.5
242,bug,whirlwind,1,4.17
243,bug,wide-guard,2,8.33
244,bug,wild-charge,1,4.17
245,bug,wish,1,4.17
246,bug,x-scissor,10,41.67
247,bug,yawn,1,4.17
248,bug,zen-headbutt,2,8.33
0,normal,acrobatics,3,4.05
1,normal,aerial-ace,26,35.14
2,normal,after-you,17,22.97
3,normal,agility,11,14.86
4,normal,air-slash,3,4.05
5,normal,amnesia,12,16.22
6,normal,ancient-power,4,5.41
7,normal,aqua-tail,14,18.92
8,normal,aromatherapy,2,2.7
9,normal,assist,6,8.11
10,normal,assurance,9,12.16
11,normal,astonish,8,10.81
12,normal,attract,65,87.84
13,normal,avalanche,7,9.46
14,normal,baby-doll-eyes,10,13.51
15,normal,baton-pass,11,14.86
16,normal,beat-up,1,1.35
17,normal,belch,5,6.76
18,normal,belly-drum,7,9.46
19,normal,bestow,5,6.76
20,normal,bide,18,24.32
21,normal,bind,4,5.41
22,normal,bite,25,33.78
23,normal,blizzard,37,50.0
24,normal,block,6,8.11
25,normal,body-slam,35,47.3
26,normal,boomburst,1,1.35
27,normal,bounce,7,9.46
28,normal,brick-break,27,36.49
29,normal,brine,1,1.35
30,normal,brutal-swing,6,8.11
31,normal,bubble-beam,8,10.81
32,normal,bulk-up,9,12.16
33,normal,bulldoze,30,40.54
34,normal,bullet-seed,3,4.05
35,normal,calm-mind,12,16.22
36,normal,camouflage,2,2.7
37,normal,captivate,44,59.46
38,normal,charge,2,2.7
39,normal,charge-beam,24,32.43
40,normal,charm,17,22.97
41,normal,chip-away,10,13.51
42,normal,circle-throw,4,5.41
43,normal,clear-smog,1,1.35
44,normal,close-combat,2,2.7
45,normal,coil,2,2.7
46,normal,comet-punch,2,2.7
47,normal,confide,72,97.3
48,normal,confuse-ray,3,4.05
49,normal,conversion,3,4.05
50,normal,conversion-2,3,4.05
51,normal,copycat,4,5.41
52,normal,cosmic-power,4,5.41
53,normal,cotton-guard,2,2.7
54,normal,counter,24,32.43
55,normal,covet,39,52.7
56,normal,cross-chop,1,1.35
57,normal,crunch,22,29.73
58,normal,crush-claw,6,8.11
59,normal,crush-grip,1,1.35
60,normal,curse,25,33.78
61,normal,cut,32,43.24
62,normal,dark-pulse,12,16.22
63,normal,dazzling-gleam,5,6.76
64,normal,defense-curl,34,45.95
65,normal,defog,1,1.35
66,normal,detect,10,13.51
67,normal,dig,42,56.76
68,normal,disable,9,12.16
69,normal,disarming-voice,3,4.05
70,normal,discharge,3,4.05
71,normal,dive,1,1.35
72,normal,dizzy-punch,8,10.81
73,normal,double-edge,44,59.46
74,normal,double-hit,8,10.81
75,normal,double-kick,3,4.05
76,normal,double-slap,8,10.81
77,normal,double-team,72,97.3
78,normal,draco-meteor,2,2.7
79,normal,dragon-claw,3,4.05
80,normal,dragon-pulse,2,2.7
81,normal,dragon-rush,1,1.35
82,normal,dragon-tail,4,5.41
83,normal,drain-punch,11,14.86
84,normal,draining-kiss,1,1.35
85,normal,dream-eater,22,29.73
86,normal,drill-run,1,1.35
87,normal,dual-chop,1,1.35
88,normal,dynamic-punch,20,27.03
89,normal,earth-power,2,2.7
90,normal,earthquake,26,35.14
91,normal,echoed-voice,29,39.19
92,normal,eerie-impulse,1,1.35
93,normal,egg-bomb,2,2.7
94,normal,electric-terrain,1,1.35
95,normal,electrify,2,2.7
96,normal,electroweb,5,6.76
97,normal,embargo,6,8.11
98,normal,ember,3,4.05
99,normal,encore,7,9.46
100,normal,endeavor,25,33.78
101,normal,endure,50,67.57
102,normal,energy-ball,3,4.05
103,normal,entrainment,4,5.41
104,normal,explosion,2,2.7
105,normal,extrasensory,2,2.7
106,normal,extreme-speed,2,2.7
107,normal,facade,72,97.3
108,normal,fake-out,12,16.22
109,normal,fake-tears,9,12.16
110,normal,false-swipe,1,1.35
111,normal,feint,4,5.41
112,normal,feint-attack,11,14.86
113,normal,final-gambit,2,2.7
114,normal,fire-blast,24,32.43
115,normal,fire-fang,7,9.46
116,normal,fire-pledge,1,1.35
117,normal,fire-punch,30,40.54
118,normal,fire-spin,1,1.35
119,normal,fissure,4,5.41
120,normal,flail,14,18.92
121,normal,flame-charge,4,5.41
122,normal,flame-wheel,1,1.35
123,normal,flamethrower,28,37.84
124,normal,flare-blitz,1,1.35
125,normal,flash,22,29.73
126,normal,flash-cannon,2,2.7
127,normal,fling,38,51.35
128,normal,fly,1,1.35
129,normal,focus-blast,18,24.32
130,normal,focus-energy,14,18.92
131,normal,focus-punch,26,35.14
132,normal,follow-me,2,2.7
133,normal,foresight,9,12.16
134,normal,foul-play,10,13.51
135,normal,frustration,72,97.3
136,normal,fury-attack,1,1.35
137,normal,fury-cutter,19,25.68
138,normal,fury-swipes,16,21.62
139,normal,future-sight,2,2.7
140,normal,giga-drain,2,2.7
141,normal,giga-impact,39,52.7
142,normal,glare,2,2.7
143,normal,grass-knot,30,40.54
144,normal,grass-pledge,1,1.35
145,normal,gravity,10,13.51
146,normal,growl,16,21.62
147,normal,guard-split,1,1.35
148,normal,guard-swap,1,1.35
149,normal,gunk-shot,17,22.97
150,normal,gyro-ball,3,4.05
151,normal,hail,9,12.16
152,normal,hammer-arm,8,10.81
153,normal,harden,1,1.35
154,normal,head-charge,1,1.35
155,normal,headbutt,48,64.86
156,normal,heal-bell,10,13.51
157,normal,heal-block,2,2.7
158,normal,heal-pulse,3,4.05
159,normal,healing-wish,5,6.76
160,normal,heart-stamp,1,1.35
161,normal,heat-wave,3,4.05
162,normal,heavy-slam,2,2.7
163,normal,helping-hand,28,37.84
164,normal,hex,2,2.7
165,normal,hidden-power,72,97.3
166,normal,high-horsepower,1,1.35
167,normal,high-jump-kick,1,1.35
168,normal,hone-claws,18,24.32
169,normal,horn-attack,2,2.7
170,normal,horn-drill,1,1.35
171,normal,howl,4,5.41
172,normal,hurricane,1,1.35
173,normal,hydro-pump,1,1.35
174,normal,hyper-beam,34,45.95
175,normal,hyper-fang,11,14.86
176,normal,hyper-voice,35,47.3
177,normal,hypnosis,7,9.46
178,normal,ice-beam,40,54.05
179,normal,ice-fang,5,6.76
180,normal,ice-punch,29,39.19
181,normal,icy-wind,36,48.65
182,normal,imprison,3,4.05
183,normal,incinerate,24,32.43
184,normal,iron-defense,1,1.35
185,normal,iron-head,10,13.51
186,normal,iron-tail,45,60.81
187,normal,judgment,1,1.35
188,normal,jump-kick,3,4.05
189,normal,knock-off,17,22.97
190,normal,last-resort,46,62.16
191,normal,leer,19,25.68
192,normal,lick,8,10.81
193,normal,light-screen,10,13.51
194,normal,lock-on,3,4.05
195,normal,low-kick,18,24.32
196,normal,low-sweep,8,10.81
197,normal,lucky-chant,2,2.7
198,normal,magic-coat,9,12.16
199,normal,magic-room,1,1.35
200,normal,magnet-rise,5,6.76
201,normal,magnitude,1,1.35
202,normal,me-first,6,8.11
203,normal,mean-look,2,2.7
204,normal,mega-kick,18,24.32
205,normal,mega-punch,20,27.03
206,normal,megahorn,2,2.7
207,normal,metal-claw,2,2.7
208,normal,metal-sound,2,2.7
209,normal,metronome,11,14.86
210,normal,milk-drink,1,1.35
211,normal,mimic,36,48.65
212,normal,minimize,2,2.7
213,normal,mirror-coat,1,1.35
214,normal,misty-terrain,1,1.35
215,normal,mud-bomb,3,4.05
216,normal,mud-shot,2,2.7
217,normal,mud-slap,50,67.57
218,normal,mud-sport,5,6.76
219,normal,muddy-water,1,1.35
220,normal,multi-attack,1,1.35
221,normal,nasty-plot,8,10.81
222,normal,natural-gift,47,63.51
223,normal,nature-power,2,2.7
224,normal,night-slash,5,6.76
225,normal,nightmare,9,12.16
226,normal,noble-roar,2,2.7
227,normal,odor-sleuth,13,17.57
228,normal,ominous-wind,2,2.7
229,normal,outrage,7,9.46
230,normal,overheat,5,6.76
231,normal,pain-split,5,6.76
232,normal,parabolic-charge,2,2.7
233,normal,parting-shot,1,1.35
234,normal,pay-day,3,4.05
235,normal,payback,26,35.14
236,normal,perish-song,1,1.35
237,normal,pin-missile,1,1.35
238,normal,play-nice,3,4.05
239,normal,play-rough,10,13.51
240,normal,pluck,3,4.05
241,normal,poison-fang,1,1.35
242,normal,poison-jab,4,5.41
243,normal,pound,11,14.86
244,normal,powder-snow,1,1.35
245,normal,power-gem,1,1.35
246,normal,power-up-punch,29,39.19
247,normal,power-whip,2,2.7
248,normal,present,3,4.05
249,normal,protect,71,95.95
250,normal,psybeam,5,6.76
251,normal,psych-up,31,41.89
252,normal,psychic,12,16.22
253,normal,psychic-fangs,1,1.35
254,normal,psycho-cut,1,1.35
255,normal,psycho-shift,1,1.35
256,normal,psyshock,6,8.11
257,normal,psywave,3,4.05
258,normal,punishment,6,8.11
259,normal,pursuit,22,29.73
260,normal,quash,6,8.11
261,normal,quick-attack,16,21.62
262,normal,quick-guard,2,2.7
263,normal,rage,17,22.97
264,normal,rain-dance,67,90.54
265,normal,rapid-spin,2,2.7
266,normal,razor-wind,5,6.76
267,normal,recover,5,6.76
268,normal,recycle,12,16.22
269,normal,reflect,7,9.46
270,normal,reflect-type,1,1.35
271,normal,refresh,9,12.16
272,normal,rest,70,94.59
273,normal,retaliate,56,75.68
274,normal,return,72,97.3
275,normal,revenge,7,9.46
276,normal,reversal,10,13.51
277,normal,roar,28,37.84
278,normal,rock-blast,1,1.35
279,normal,rock-climb,18,24.32
280,normal,rock-polish,1,1.35
281,normal,rock-slide,30,40.54
282,normal,rock-smash,43,58.11
283,normal,rock-tomb,33,44.59
284,normal,role-play,8,10.81
285,normal,rollout,27,36.49
286,normal,roost,1,1.35
287,normal,rototiller,3,4.05
288,normal,round,72,97.3
289,normal,safeguard,13,17.57
290,normal,sand-attack,14,18.92
291,normal,sandstorm,20,27.03
292,normal,scald,1,1.35
293,normal,scary-face,11,14.86
294,normal,scratch,15,20.27
295,normal,screech,14,18.92
296,normal,secret-power,63,85.14
297,normal,seed-bomb,14,18.92
298,normal,seismic-toss,19,25.68
299,normal,self-destruct,2,2.7
300,normal,shadow-ball,54,72.97
301,normal,shadow-claw,25,33.78
302,normal,shadow-sneak,1,1.35
303,normal,sharpen,1,1.35
304,normal,shock-wave,54,72.97
305,normal,signal-beam,9,12.16
306,normal,silver-wind,1,1.35
307,normal,simple-beam,3,4.05
308,normal,sing,7,9.46
309,normal,sketch,1,1.35
310,normal,skill-swap,6,8.11
311,normal,skull-bash,13,17.57
312,normal,sky-uppercut,1,1.35
313,normal,slack-off,2,2.7
314,normal,slam,9,12.16
315,normal,slash,12,16.22
316,normal,sleep-talk,72,97.3
317,normal,sludge-bomb,5,6.76
318,normal,sludge-wave,2,2.7
319,normal,smack-down,7,9.46
320,normal,smart-strike,2,2.7
321,normal,smelling-salts,3,4.05
322,normal,smokescreen,1,1.35
323,normal,snarl,11,14.86
324,normal,snatch,14,18.92
325,normal,snore,63,85.14
326,normal,soft-boiled,2,2.7
327,normal,solar-beam,37,50.0
328,normal,spikes,1,1.35
329,normal,spit-up,1,1.35
330,normal,spite,9,12.16
331,normal,splash,2,2.7
332,normal,spotlight,1,1.35
333,normal,stealth-rock,7,9.46
334,normal,steel-wing,1,1.35
335,normal,stockpile,2,2.7
336,normal,stomp,12,16.22
337,normal,stone-edge,6,8.11
338,normal,stored-power,1,1.35
339,normal,strength,37,50.0
340,normal,submission,4,5.41
341,normal,substitute,72,97.3
342,normal,sucker-punch,21,28.38
343,normal,sunny-day,66,89.19
344,normal,super-fang,18,24.32
345,normal,superpower,8,10.81
346,normal,supersonic,5,6.76
347,normal,surf,23,31.08
348,normal,swagger,72,97.3
349,normal,swallow,2,2.7
350,normal,sweet-kiss,3,4.05
351,normal,sweet-scent,3,4.05
352,normal,swift,30,40.54
353,normal,switcheroo,4,5.41
354,normal,swords-dance,16,21.62
355,normal,synchronoise,5,6.76
356,normal,tackle,35,47.3
357,normal,tail-slap,3,4.05
358,normal,tail-whip,22,29.73
359,normal,tailwind,2,2.7
360,normal,take-down,31,41.89
361,normal,taunt,25,33.78
362,normal,tearful-look,1,1.35
363,normal,teeter-dance,2,2.7
364,normal,telekinesis,2,2.7
365,normal,teleport,2,2.7
366,normal,thief,39,52.7
367,normal,thrash,11,14.86
368,normal,thunder,44,59.46
369,normal,thunder-fang,5,6.76
370,normal,thunder-punch,30,40.54
371,normal,thunder-shock,1,1.35
372,normal,thunder-wave,37,50.0
373,normal,thunderbolt,51,68.92
374,normal,tickle,8,10.81
375,normal,torment,15,20.27
376,normal,toxic,72,97.3
377,normal,transform,1,1.35
378,normal,tri-attack,6,8.11
379,normal,trick,10,13.51
380,normal,trick-room,8,10.81
381,normal,trump-card,4,5.41
382,normal,twister,1,1.35
383,normal,u-turn,25,33.78
384,normal,uproar,33,44.59
385,normal,venoshock,2,2.7
386,normal,volt-switch,2,2.7
387,normal,wake-up-slap,4,5.41
388,normal,water-gun,9,12.16
389,normal,water-pledge,1,1.35
390,normal,water-pulse,37,50.0
391,normal,water-sport,1,1.35
392,normal,waterfall,1,1.35
393,normal,weather-ball,1,1.35
394,normal,whirlpool,13,17.57
395,normal,whirlwind,3,4.05
396,normal,wide-guard,1,1.35
397,normal,wild-charge,22,29.73
398,normal,will-o-wisp,3,4.05
399,normal,wish,5,6.76
400,normal,wonder-room,4,5.41
401,normal,wood-hammer,1,1.35
402,normal,work-up,62,83.78
403,normal,wrap,2,2.7
404,normal,wring-out,2,2.7
405,normal,x-scissor,4,5.41
406,normal,yawn,14,18.92
407,normal,zap-cannon,15,20.27
408,normal,zen-headbutt,29,39.19
0,electric,absorb,2,3.7
1,electric,acid,2,3.7
2,electric,acid-spray,1,1.85
3,electric,acrobatics,6,11.11
4,electric,aerial-ace,1,1.85
5,electric,after-you,3,5.56
6,electric,agility,25,46.3
7,electric,air-slash,2,3.7
8,electric,amnesia,1,1.85
9,electric,ancient-power,1,1.85
10,electric,aqua-ring,2,3.7
11,electric,aqua-tail,4,7.41
12,electric,astonish,1,1.85
13,electric,attract,47,87.04
14,electric,baby-doll-eyes,3,5.56
15,electric,barrier,1,1.85
16,electric,baton-pass,2,3.7
17,electric,bestow,3,5.56
18,electric,bide,9,16.67
19,electric,bind,2,3.7
20,electric,bite,11,20.37
21,electric,blizzard,2,3.7
22,electric,body-slam,14,25.93
23,electric,bolt-strike,1,1.85
24,electric,bounce,9,16.67
25,electric,brick-break,25,46.3
26,electric,brine,2,3.7
27,electric,brutal-swing,7,12.96
28,electric,bubble,2,3.7
29,electric,bubble-beam,2,3.7
30,electric,bug-bite,5,9.26
31,electric,bug-buzz,4,7.41
32,electric,bulk-up,1,1.85
33,electric,bulldoze,7,12.96
34,electric,calm-mind,3,5.56
35,electric,camouflage,2,3.7
36,electric,captivate,20,37.04
37,electric,charge,27,50.0
38,electric,charge-beam,52,96.3
39,electric,charm,4,7.41
40,electric,close-combat,1,1.85
41,electric,coil,2,3.7
42,electric,confide,53,98.15
43,electric,confuse-ray,5,9.26
44,electric,copycat,2,3.7
45,electric,cotton-guard,3,5.56
46,electric,cotton-spore,3,5.56
47,electric,counter,9,16.67
48,electric,covet,14,25.93
49,electric,cross-chop,1,1.85
50,electric,cross-poison,1,1.85
51,electric,crunch,9,16.67
52,electric,crush-claw,1,1.85
53,electric,curse,16,29.63
54,electric,cut,6,11.11
55,electric,dazzling-gleam,3,5.56
56,electric,defense-curl,12,22.22
57,electric,detect,7,12.96
58,electric,dig,16,29.63
59,electric,disable,1,1.85
60,electric,disarming-voice,1,1.85
61,electric,discharge,48,88.89
62,electric,dive,2,3.7
63,electric,double-edge,20,37.04
64,electric,double-kick,3,5.56
65,electric,double-slap,1,1.85
66,electric,double-team,53,98.15
67,electric,draco-meteor,1,1.85
68,electric,dragon-breath,1,1.85
69,electric,dragon-claw,2,3.7
70,electric,dragon-pulse,3,5.56
71,electric,dragon-rage,1,1.85
72,electric,dragon-tail,2,3.7
73,electric,drain-punch,1,1.85
74,electric,draining-kiss,1,1.85
75,electric,dual-chop,3,5.56
76,electric,dynamic-punch,8,14.81
77,electric,earth-power,2,3.7
78,electric,earthquake,5,9.26
79,electric,echoed-voice,26,48.15
80,electric,eerie-impulse,8,14.81
81,electric,electric-terrain,8,14.81
82,electric,electro-ball,30,55.56
83,electric,electroweb,21,38.89
84,electric,encore,3,5.56
85,electric,endeavor,1,1.85
86,electric,endure,25,46.3
87,electric,energy-ball,5,9.26
88,electric,entrainment,2,3.7
89,electric,explosion,5,9.26
90,electric,extrasensory,1,1.85
91,electric,facade,53,98.15
92,electric,fake-out,2,3.7
93,electric,fake-tears,4,7.41
94,electric,false-swipe,1,1.85
95,electric,feint,16,29.63
96,electric,feint-attack,1,1.85
97,electric,fire-blast,3,5.56
98,electric,fire-fang,4,7.41
99,electric,fire-punch,6,11.11
100,electric,fissure,1,1.85
101,electric,flail,5,9.26
102,electric,flame-burst,1,1.85
103,electric,flame-charge,2,3.7
104,electric,flamethrower,8,14.81
105,electric,flash,38,70.37
106,electric,flash-cannon,5,9.26
107,electric,flatter,2,3.7
108,electric,fling,30,55.56
109,electric,fly,1,1.85
110,electric,flying-press,1,1.85
111,electric,focus-blast,7,12.96
112,electric,focus-punch,14,25.93
113,electric,follow-me,1,1.85
114,electric,foul-play,3,5.56
115,electric,frustration,53,98.15
116,electric,fury-cutter,5,9.26
117,electric,fury-swipes,1,1.85
118,electric,fusion-bolt,1,1.85
119,electric,gastro-acid,4,7.41
120,electric,giga-drain,4,7.41
121,electric,giga-impact,20,37.04
122,electric,grass-knot,22,40.74
123,electric,growl,21,38.89
124,electric,guillotine,2,3.7
125,electric,gunk-shot,1,1.85
126,electric,gyro-ball,5,9.26
127,electric,hail,2,3.7
128,electric,hammer-arm,1,1.85
129,electric,headbutt,23,42.59
130,electric,heal-bell,6,11.11
131,electric,heavy-slam,1,1.85
132,electric,helping-hand,19,35.19
133,electric,hidden-power,53,98.15
134,electric,hone-claws,3,5.56
135,electric,howl,4,7.41
136,electric,hydro-pump,2,3.7
137,electric,hyper-beam,19,35.19
138,electric,hyper-fang,1,1.85
139,electric,hyper-voice,2,3.7
140,electric,hypnosis,1,1.85
141,electric,ice-beam,2,3.7
142,electric,ice-fang,2,3.7
143,electric,ice-punch,3,5.56
144,electric,icicle-crash,1,1.85
145,electric,icy-wind,2,3.7
146,electric,imprison,1,1.85
147,electric,infestation,3,5.56
148,electric,ingrain,1,1.85
149,electric,ion-deluge,8,14.81
150,electric,iron-defense,1,1.85
151,electric,iron-head,1,1.85
152,electric,iron-tail,27,50.0
153,electric,karate-chop,1,1.85
154,electric,knock-off,10,18.52
155,electric,last-resort,4,7.41
156,electric,leech-life,2,3.7
157,electric,leer,10,18.52
158,electric,light-screen,46,85.19
159,electric,low-kick,3,5.56
160,electric,low-sweep,3,5.56
161,electric,lucky-chant,3,5.56
162,electric,lunge,1,1.85
163,electric,magic-coat,2,3.7
164,electric,magnet-rise,37,68.52
165,electric,magnetic-flux,2,3.7
166,electric,me-first,2,3.7
167,electric,meditate,1,1.85
168,electric,mega-kick,9,16.67
169,electric,mega-punch,9,16.67
170,electric,meteor-mash,1,1.85
171,electric,metronome,3,5.56
172,electric,mimic,18,33.33
173,electric,mirror-coat,2,3.7
174,electric,mist,1,1.85
175,electric,mud-bomb,1,1.85
176,electric,mud-shot,1,1.85
177,electric,mud-slap,20,37.04
178,electric,mud-sport,1,1.85
179,electric,muddy-water,1,1.85
180,electric,nasty-plot,3,5.56
181,electric,natural-gift,23,42.59
182,electric,nature-power,4,7.41
183,electric,night-slash,1,1.85
184,electric,noble-roar,1,1.85
185,electric,nuzzle,17,31.48
186,electric,odor-sleuth,4,7.41
187,electric,outrage,3,5.56
188,electric,overheat,3,5.56
189,electric,pain-split,1,1.85
190,electric,pay-day,2,3.7
191,electric,payback,2,3.7
192,electric,pin-missile,2,3.7
193,electric,plasma-fists,1,1.85
194,electric,play-nice,16,29.63
195,electric,poison-jab,5,9.26
196,electric,poison-sting,1,1.85
197,electric,power-gem,3,5.56
198,electric,power-up-punch,6,11.11
199,electric,power-whip,1,1.85
200,electric,present,1,1.85
201,electric,protect,53,98.15
202,electric,psybeam,1,1.85
203,electric,psych-up,1,1.85
204,electric,psychic,4,7.41
205,electric,psywave,1,1.85
206,electric,pursuit,3,5.56
207,electric,quash,1,1.85
208,electric,quick-attack,30,55.56
209,electric,quick-guard,1,1.85
210,electric,rage,7,12.96
211,electric,rain-dance,49,90.74
212,electric,reflect,10,18.52
213,electric,reflect-type,1,1.85
214,electric,rest,53,98.15
215,electric,retaliate,1,1.85
216,electric,return,53,98.15
217,electric,revenge,1,1.85
218,electric,reversal,1,1.85
219,electric,roar,10,18.52
220,electric,rock-blast,3,5.56
221,electric,rock-climb,5,9.26
222,electric,rock-polish,3,5.56
223,electric,rock-slide,7,12.96
224,electric,rock-smash,18,33.33
225,electric,rock-throw,3,5.56
226,electric,rock-tomb,7,12.96
227,electric,rolling-kick,1,1.85
228,electric,rollout,10,18.52
229,electric,roost,3,5.56
230,electric,round,53,98.15
231,electric,safeguard,4,7.41
232,electric,sand-attack,3,5.56
233,electric,sandstorm,5,9.26
234,electric,scald,3,5.56
235,electric,scary-face,3,5.56
236,electric,scratch,1,1.85
237,electric,screech,10,18.52
238,electric,secret-power,38,70.37
239,electric,seed-bomb,1,1.85
240,electric,seismic-toss,9,16.67
241,electric,self-destruct,5,9.26
242,electric,shadow-ball,3,5.56
243,electric,shadow-claw,1,1.85
244,electric,shock-wave,39,72.22
245,electric,signal-beam,37,68.52
246,electric,sing,2,3.7
247,electric,skull-bash,5,9.26
248,electric,sky-drop,2,3.7
249,electric,slam,14,25.93
250,electric,slash,4,7.41
251,electric,sleep-talk,53,98.15
252,electric,sludge-bomb,1,1.85
253,electric,sludge-wave,1,1.85
254,electric,smack-down,3,5.56
255,electric,snarl,8,14.81
256,electric,snatch,2,3.7
257,electric,snore,38,70.37
258,electric,soak,1,1.85
259,electric,solar-beam,3,5.56
260,electric,sonic-boom,2,3.7
261,electric,spark,41,75.93
262,electric,spider-web,2,3.7
263,electric,spit-up,1,1.85
264,electric,spite,1,1.85
265,electric,spotlight,1,1.85
266,electric,stealth-rock,4,7.41
267,electric,steamroller,1,1.85
268,electric,steel-wing,1,1.85
269,electric,sticky-web,1,1.85
270,electric,stockpile,1,1.85
271,electric,stomp,2,3.7
272,electric,stone-edge,5,9.26
273,electric,strength,22,40.74
274,electric,string-shot,5,9.26
275,electric,struggle-bug,2,3.7
276,electric,submission,3,5.56
277,electric,substitute,53,98.15
278,electric,sucker-punch,6,11.11
279,electric,sunny-day,6,11.11
280,electric,super-fang,3,5.56
281,electric,superpower,2,3.7
282,electric,supersonic,2,3.7
283,electric,surf,4,7.41
284,electric,swagger,52,96.3
285,electric,swallow,1,1.85
286,electric,sweet-kiss,4,7.41
287,electric,swift,21,38.89
288,electric,switcheroo,2,3.7
289,electric,tackle,17,31.48
290,electric,tail-glow,1,1.85
291,electric,tail-whip,20,37.04
292,electric,tailwind,1,1.85
293,electric,take-down,13,24.07
294,electric,taunt,4,7.41
295,electric,tearful-look,2,3.7
296,electric,teleport,3,5.56
297,electric,thief,14,25.93
298,electric,thrash,4,7.41
299,electric,thunder,51,94.44
300,electric,thunder-fang,9,16.67
301,electric,thunder-punch,24,44.44
302,electric,thunder-shock,26,48.15
303,electric,thunder-wave,51,94.44
304,electric,thunderbolt,53,98.15
305,electric,tickle,1,1.85
306,electric,torment,3,5.56
307,electric,toxic,53,98.15
308,electric,trump-card,1,1.85
309,electric,u-turn,3,5.56
310,electric,uproar,9,16.67
311,electric,vice-grip,3,5.56
312,electric,volt-switch,51,94.44
313,electric,volt-tackle,1,1.85
314,electric,water-gun,3,5.56
315,electric,water-pulse,3,5.56
316,electric,waterfall,2,3.7
317,electric,whirlpool,2,3.7
318,electric,wild-charge,49,90.74
319,electric,wish,3,5.56
320,electric,work-up,2,3.7
321,electric,wrap,1,1.85
322,electric,x-scissor,5,9.26
323,electric,yawn,1,1.85
324,electric,zap-cannon,19,35.19
325,electric,zen-headbutt,1,1.85
0,ground,absorb,4,7.27
1,ground,acid,1,1.82
2,ground,acid-spray,1,1.82
3,ground,aerial-ace,14,25.45
4,ground,after-you,7,12.73
5,ground,agility,1,1.82
6,ground,amnesia,10,18.18
7,ground,ancient-power,22,40.0
8,ground,aqua-ring,2,3.64
9,ground,aqua-tail,13,23.64
10,ground,assurance,2,3.64
11,ground,astonish,4,7.27
12,ground,attract,49,89.09
13,ground,autotomize,3,5.45
14,ground,avalanche,6,10.91
15,ground,beat-up,1,1.82
16,ground,belch,1,1.82
17,ground,belly-drum,1,1.82
18,ground,bide,19,34.55
19,ground,bind,7,12.73
20,ground,bite,11,20.0
21,ground,blizzard,15,27.27
22,ground,block,12,21.82
23,ground,body-slam,31,56.36
24,ground,bone-club,2,3.64
25,ground,bone-rush,2,3.64
26,ground,bonemerang,2,3.64
27,ground,bounce,6,10.91
28,ground,brick-break,25,45.45
29,ground,brine,1,1.82
30,ground,brutal-swing,10,18.18
31,ground,bubble,2,3.64
32,ground,bubble-beam,6,10.91
33,ground,bug-bite,3,5.45
34,ground,bug-buzz,2,3.64
35,ground,bulk-up,2,3.64
36,ground,bulldoze,54,98.18
37,ground,bullet-seed,1,1.82
38,ground,camouflage,4,7.27
39,ground,captivate,37,67.27
40,ground,charm,1,1.82
41,ground,chip-away,6,10.91
42,ground,close-combat,1,1.82
43,ground,coil,4,7.27
44,ground,confide,55,100.0
